customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,streaming_tv,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST-11431,Male,0,Yes,No,35,One year,DSL,No,No internet service,No,No,Bank transfer,78.07,2754.61,1,No
CUST-11432,Male,0,Yes,No,17,Month-to-month,No,No internet service,No,No internet service,No,Credit card,70.12,1249.92,3,No
CUST-11433,Female,1,Yes,Yes,19,One year,DSL,Yes,No,No internet service,No,Credit card,52.72,1056.98,1,No
CUST-11434,Male,0,No,Yes,46,Two year,No,Yes,No,No internet service,Yes,Mailed check,58.24,2603.69,1,No
CUST-11435,Male,0,Yes,No,6,One year,DSL,No internet service,Yes,No internet service,Yes,Mailed check,97.97,555.39,1,No
CUST-11436,Male,0,Yes,Yes,44,Two year,Fiber optic,No internet service,Yes,Yes,Yes,Credit card,31.11,1373.52,0,No
CUST-11437,Female,0,Yes,No,61,Two year,DSL,Yes,Yes,No internet service,Yes,Bank transfer,79.19,4909.2,1,No
CUST-11438,Male,0,Yes,Yes,6,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,89.83,402.61,3,Yes
CUST-11439,Female,0,Yes,No,0,One year,DSL,No,Yes,No internet service,Yes,Mailed check,76.58,0.0,1,No
CUST-11440,Female,1,Yes,No,4,Month-to-month,Fiber optic,No internet service,Yes,No,Yes,Bank transfer,104.42,341.29,1,Yes
CUST-11441,Female,0,Yes,No,53,Month-to-month,No,No internet service,No internet service,Yes,No,Bank transfer,83.77,4371.34,0,No
CUST-11442,Female,0,Yes,No,61,Month-to-month,Fiber optic,No,No,No,No,Bank transfer,72.68,4482.77,2,No
CUST-11443,Male,0,No,Yes,72,Month-to-month,DSL,Yes,No internet service,No internet service,No,Electronic check,55.67,3981.65,0,No
CUST-11444,Male,0,No,Yes,2,Month-to-month,Fiber optic,No,No,No internet service,Yes,Electronic check,73.05,29.42,2,No
CUST-11445,Male,0,Yes,No,35,One year,Fiber optic,Yes,No internet service,No,Yes,Electronic check,78.63,2744.13,1,Yes
CUST-11446,Female,0,Yes,No,3,Month-to-month,DSL,No,No internet service,Yes,Yes,Electronic check,65.07,297.0,2,Yes
CUST-11447,Female,0,Yes,No,27,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No,Mailed check,50.14,1263.45,2,Yes
CUST-11448,Female,1,Yes,No,22,Month-to-month,No,Yes,Yes,No internet service,Yes,Mailed check,40.92,926.89,2,No
CUST-11449,Male,1,Yes,No,44,Month-to-month,Fiber optic,No internet service,Yes,No internet service,No,Mailed check,68.71,3101.63,1,Yes
CUST-11450,Male,0,No,Yes,66,Two year,Fiber optic,No internet service,Yes,No internet service,Yes,Credit card,35.39,2333.27,2,No
CUST-11451,Male,0,Yes,No,58,Month-to-month,Fiber optic,Yes,No internet service,No internet service,Yes,Electronic check,55.57,3319.46,2,No
CUST-11452,Male,0,No,No,4,Month-to-month,Fiber optic,No,No,No,Yes,Credit card,18.0,39.01,2,Yes
CUST-11453,Male,1,Yes,No,17,Two year,DSL,No,No internet service,No internet service,Yes,Electronic check,81.66,1460.52,2,No
CUST-11454,Female,0,Yes,No,20,Two year,Fiber optic,Yes,No internet service,No,Yes,Bank transfer,88.08,1822.1,2,Yes
CUST-11455,Male,0,Yes,No,18,One year,Fiber optic,No,Yes,No internet service,No,Credit card,66.58,1196.81,3,Yes
CUST-11456,Female,0,Yes,No,25,One year,DSL,No,No,Yes,Yes,Credit card,101.63,2466.39,0,No
CUST-11457,Male,0,Yes,No,44,Month-to-month,DSL,No internet service,No,Yes,Yes,Bank transfer,91.95,3995.71,0,Yes
CUST-11458,Male,0,Yes,Yes,53,One year,No,No,Yes,Yes,Yes,Electronic check,74.6,3836.59,1,No
CUST-11459,Female,1,Yes,No,68,Month-to-month,DSL,No internet service,No,No,No,Mailed check,62.74,4296.03,4,No
CUST-11460,Female,0,No,No,51,Month-to-month,DSL,No,Yes,No internet service,No,Mailed check,58.01,2982.23,1,Yes
CUST-11461,Male,1,No,No,21,Month-to-month,DSL,Yes,No internet service,Yes,No,Credit card,76.25,1605.21,0,Yes
CUST-11462,Male,0,Yes,Yes,13,One year,DSL,No,Yes,No internet service,Yes,Mailed check,62.18,802.2,2,No
CUST-11463,Male,0,No,No,27,Month-to-month,No,No internet service,Yes,No internet service,No,Credit card,75.96,2118.8,0,No
CUST-11464,Female,0,Yes,No,58,Month-to-month,Fiber optic,Yes,Yes,No internet service,Yes,Credit card,77.45,4506.99,3,No
CUST-11465,Male,0,Yes,Yes,72,Month-to-month,Fiber optic,No internet service,No internet service,No,No,Electronic check,60.41,4321.79,1,No
CUST-11466,Female,0,Yes,Yes,28,One year,Fiber optic,No,No internet service,Yes,No,Credit card,86.92,2441.12,2,No
CUST-11467,Male,0,Yes,Yes,12,Month-to-month,Fiber optic,No internet service,No internet service,No,Yes,Bank transfer,60.43,827.54,1,No
CUST-11468,Female,0,No,No,0,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Yes,Bank transfer,65.43,31.11,1,Yes
CUST-11469,Male,0,No,No,5,Month-to-month,No,No,No internet service,Yes,Yes,Mailed check,45.45,207.75,4,Yes
CUST-11470,Female,0,No,Yes,46,One year,Fiber optic,No,No,No internet service,Yes,Mailed check,59.59,2738.92,2,No
CUST-11471,Female,0,No,No,43,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Bank transfer,108.16,4674.05,0,No
CUST-11472,Male,0,No,No,46,Two year,Fiber optic,No internet service,No,No internet service,Yes,Electronic check,46.99,2140.49,0,No
CUST-11473,Male,1,Yes,No,1,Month-to-month,No,No internet service,Yes,No,Yes,Bank transfer,73.75,48.27,0,Yes
CUST-11474,Female,0,Yes,No,31,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,55.91,1732.64,1,Yes
CUST-11475,Male,0,Yes,No,13,Month-to-month,Fiber optic,No,No internet service,No internet service,Yes,Electronic check,20.72,345.31,3,No
CUST-11476,Male,0,No,No,24,Month-to-month,Fiber optic,No,Yes,No,No,Electronic check,76.18,1867.87,1,Yes
CUST-11477,Male,0,Yes,Yes,45,Month-to-month,Fiber optic,Yes,Yes,No internet service,Yes,Bank transfer,53.88,2404.12,2,Yes
CUST-11478,Male,0,No,No,20,Month-to-month,No,Yes,No,Yes,Yes,Bank transfer,71.38,1471.05,0,Yes
CUST-11479,Male,1,No,No,48,Two year,Fiber optic,Yes,Yes,No,Yes,Mailed check,84.79,4070.35,3,No
CUST-11480,Male,0,Yes,No,21,Month-to-month,DSL,Yes,No internet service,No internet service,No,Credit card,69.69,1480.72,0,No
CUST-11481,Male,0,Yes,No,37,Month-to-month,Fiber optic,Yes,No internet service,No internet service,Yes,Bank transfer,71.57,2660.77,2,Yes
CUST-11482,Male,0,No,No,33,Month-to-month,No,Yes,No,No internet service,No,Bank transfer,47.64,1466.61,2,No
CUST-11483,Male,0,Yes,No,28,Month-to-month,Fiber optic,No,Yes,Yes,No,Electronic check,79.14,2063.55,2,No
CUST-11484,Male,0,Yes,Yes,9,Month-to-month,No,No,No internet service,No,No,Bank transfer,61.21,562.22,1,No
CUST-11485,Female,0,Yes,No,42,Month-to-month,No,Yes,No,Yes,Yes,Credit card,25.03,1008.62,4,No
CUST-11486,Male,0,No,Yes,72,Month-to-month,No,Yes,Yes,No internet service,Yes,Electronic check,81.54,5788.92,1,No
CUST-11487,Male,0,Yes,Yes,46,Month-to-month,DSL,No,No internet service,No,Yes,Bank transfer,87.66,3991.26,0,No
CUST-11488,Male,0,No,Yes,54,Two year,Fiber optic,No internet service,No internet service,Yes,No,Electronic check,94.62,5155.71,1,No
CUST-11489,Female,0,Yes,Yes,58,One year,No,No internet service,No,No internet service,No,Electronic check,108.42,6306.25,0,No
CUST-11490,Male,0,No,No,2,Two year,No,No internet service,No,No internet service,No,Electronic check,80.47,199.53,1,Yes
CUST-11491,Male,0,No,No,57,Month-to-month,DSL,Yes,No internet service,Yes,Yes,Credit card,75.28,4313.61,1,No
CUST-11492,Male,0,Yes,No,17,Two year,DSL,No internet service,Yes,Yes,No,Credit card,86.83,1430.17,2,Yes
CUST-11493,Male,0,No,Yes,48,Month-to-month,DSL,Yes,No,Yes,No,Electronic check,47.26,2307.31,0,No
CUST-11494,Male,0,Yes,No,71,Month-to-month,Fiber optic,Yes,No,Yes,No,Bank transfer,31.56,2270.05,2,No
CUST-11495,Male,0,Yes,No,65,Two year,No,Yes,No,No,No,Bank transfer,55.46,3599.03,1,Yes
CUST-11496,Female,0,No,No,30,Month-to-month,Fiber optic,Yes,Yes,No internet service,Yes,Bank transfer,90.54,2719.14,2,Yes
CUST-11497,Female,0,Yes,No,61,Month-to-month,DSL,No,Yes,Yes,No,Bank transfer,51.78,3198.2,3,No
CUST-11498,Male,1,No,No,45,Two year,DSL,Yes,Yes,No,No,Credit card,74.31,3306.48,2,Yes
CUST-11499,Female,0,No,Yes,9,One year,No,No internet service,No,No,Yes,Electronic check,76.47,742.62,0,No
CUST-11500,Female,0,Yes,No,17,Month-to-month,DSL,No internet service,No internet service,No internet service,Yes,Electronic check,69.89,1216.38,2,Yes
CUST-11501,Male,0,Yes,No,69,Month-to-month,DSL,No,No,No,Yes,Electronic check,39.45,2722.16,1,No
CUST-11502,Male,0,No,Yes,66,Month-to-month,DSL,Yes,Yes,No internet service,Yes,Credit card,71.85,4818.66,0,No
CUST-11503,Male,0,Yes,No,65,Two year,No,No internet service,No internet service,No internet service,No,Electronic check,56.57,3612.33,1,No
CUST-11504,Female,0,Yes,No,28,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,99.06,2750.67,2,Yes
CUST-11505,Male,0,Yes,No,23,Month-to-month,DSL,No internet service,No internet service,Yes,No,Bank transfer,87.74,1983.91,3,No
CUST-11506,Female,0,Yes,No,58,Month-to-month,DSL,No internet service,Yes,Yes,Yes,Mailed check,57.27,3339.56,0,No
CUST-11507,Male,0,No,No,1,Two year,No,Yes,Yes,Yes,No,Bank transfer,100.31,159.43,1,No
CUST-11508,Female,0,Yes,No,65,One year,Fiber optic,Yes,No internet service,No,No,Mailed check,71.87,4622.4,1,No
CUST-11509,Female,0,No,No,44,Month-to-month,Fiber optic,No internet service,Yes,Yes,No,Electronic check,31.57,1554.35,4,Yes
CUST-11510,Male,0,No,No,46,Two year,DSL,No internet service,Yes,No,Yes,Bank transfer,63.43,2884.64,2,No
CUST-11511,Male,1,No,No,32,Month-to-month,DSL,No,No,Yes,No,Electronic check,97.71,3144.75,3,Yes
CUST-11512,Female,0,No,Yes,71,Two year,No,Yes,Yes,No,Yes,Mailed check,48.6,3450.73,1,No
CUST-11513,Male,0,No,No,54,Month-to-month,Fiber optic,No,No,No internet service,No,Credit card,63.64,3438.87,1,Yes
CUST-11514,Male,0,Yes,No,3,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,37.8,73.78,1,Yes
CUST-11515,Female,0,Yes,No,38,Month-to-month,No,Yes,Yes,No,Yes,Electronic check,40.98,1610.62,2,Yes
CUST-11516,Male,1,No,No,62,Two year,Fiber optic,No internet service,No,No,No,Credit card,48.32,2953.14,0,No
CUST-11517,Male,0,Yes,No,5,Two year,No,No,Yes,Yes,Yes,Mailed check,40.45,113.8,1,Yes
CUST-11518,Male,0,No,No,53,One year,DSL,Yes,Yes,No,Yes,Mailed check,52.63,2733.29,0,No
CUST-11519,Male,0,Yes,Yes,17,Month-to-month,DSL,No internet service,Yes,No internet service,Yes,Bank transfer,99.77,1768.36,3,No
CUST-11520,Female,0,No,Yes,36,Month-to-month,No,No,Yes,Yes,Yes,Electronic check,64.28,2376.6,3,Yes
CUST-11521,Female,0,No,No,64,Month-to-month,No,No,No,No internet service,No,Electronic check,80.71,5065.08,0,No
CUST-11522,Male,0,Yes,No,35,Month-to-month,Fiber optic,No,No,Yes,No,Credit card,86.83,3079.74,2,No
CUST-11523,Male,0,No,Yes,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Credit card,42.83,0.0,0,No
CUST-11524,Female,0,Yes,Yes,1,One year,No,Yes,No,Yes,No,Credit card,48.37,47.01,1,Yes
CUST-11525,Male,0,Yes,Yes,53,One year,Fiber optic,Yes,No internet service,Yes,No,Electronic check,80.32,4196.57,1,No
CUST-11526,Male,0,No,No,67,Two year,DSL,Yes,Yes,Yes,No,Bank transfer,52.31,3549.31,4,No
CUST-11527,Male,1,No,No,21,Month-to-month,Fiber optic,No,Yes,No internet service,Yes,Credit card,78.99,1686.52,1,No
CUST-11528,Male,0,No,No,68,Month-to-month,Fiber optic,No,No internet service,No internet service,Yes,Credit card,98.55,6750.38,1,No
CUST-11529,Female,0,Yes,Yes,33,Month-to-month,Fiber optic,No internet service,No,No internet service,Yes,Mailed check,35.89,1169.61,3,No
CUST-11530,Male,0,Yes,Yes,4,Month-to-month,No,No internet service,Yes,Yes,No,Mailed check,57.86,221.87,2,No
CUST-11531,Male,0,Yes,Yes,38,One year,Fiber optic,No,No,No internet service,No,Electronic check,61.03,2244.18,1,No
CUST-11532,Female,0,No,No,71,One year,DSL,Yes,No,No internet service,No,Electronic check,54.47,3815.85,1,Yes
CUST-11533,Male,0,Yes,Yes,18,Month-to-month,DSL,Yes,Yes,Yes,Yes,Mailed check,52.84,998.55,2,No
CUST-11534,Female,1,No,No,70,Month-to-month,No,Yes,Yes,No,No,Electronic check,55.16,3879.56,0,No
CUST-11535,Male,0,No,No,47,Two year,DSL,Yes,No internet service,No internet service,Yes,Credit card,64.69,3045.65,1,Yes
CUST-11536,Male,0,Yes,No,28,Month-to-month,No,Yes,No internet service,Yes,No,Electronic check,68.3,1975.51,0,Yes
CUST-11537,Male,0,No,No,50,Month-to-month,DSL,No internet service,No internet service,Yes,Yes,Bank transfer,84.07,4138.49,2,No
CUST-11538,Female,0,Yes,Yes,29,One year,Fiber optic,No,Yes,No,No,Bank transfer,64.5,1906.51,2,No
CUST-11539,Female,0,Yes,Yes,6,One year,No,No internet service,No internet service,No,No,Electronic check,87.36,465.2,2,Yes
CUST-11540,Male,0,Yes,No,63,Month-to-month,Fiber optic,Yes,No,No,Yes,Mailed check,53.16,3422.97,2,No
CUST-11541,Male,1,No,No,27,Two year,No,Yes,No,No internet service,No,Credit card,40.97,1133.41,2,No
CUST-11542,Male,0,No,No,41,Two year,DSL,Yes,No internet service,No,No,Electronic check,58.9,2463.13,2,No
CUST-11543,Female,0,No,No,54,Month-to-month,Fiber optic,No,No,No internet service,Yes,Electronic check,74.25,3974.42,0,No
CUST-11544,Male,0,No,No,6,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Electronic check,82.21,602.36,0,Yes
CUST-11545,Female,1,No,No,52,One year,No,No,Yes,Yes,No,Electronic check,94.2,4998.33,1,No
CUST-11546,Female,0,No,No,26,One year,DSL,No internet service,No internet service,Yes,Yes,Credit card,70.8,1862.32,4,No
CUST-11547,Female,0,No,Yes,39,Month-to-month,DSL,No,No,Yes,Yes,Electronic check,80.06,3181.1,1,Yes
CUST-11548,Male,1,Yes,Yes,33,Month-to-month,Fiber optic,No internet service,No,Yes,No,Mailed check,92.38,3033.45,1,No
CUST-11549,Male,0,Yes,Yes,56,One year,No,Yes,No,No internet service,Yes,Credit card,49.42,2704.1,0,No
CUST-11550,Male,1,No,No,13,Month-to-month,No,No,Yes,Yes,No,Credit card,60.8,830.19,3,Yes
CUST-11551,Female,0,No,No,7,Month-to-month,No,No,No,Yes,No,Electronic check,120.0,794.03,2,Yes
CUST-11552,Female,0,No,Yes,29,Month-to-month,Fiber optic,No,No internet service,Yes,Yes,Mailed check,82.13,2447.28,2,No
CUST-11553,Female,0,No,Yes,8,Month-to-month,Fiber optic,No internet service,Yes,Yes,No,Electronic check,75.21,654.07,3,Yes
CUST-11554,Male,0,No,No,17,Two year,No,No,No internet service,Yes,Yes,Electronic check,82.87,1420.55,5,No
CUST-11555,Male,0,No,No,47,One year,No,No,Yes,Yes,Yes,Credit card,38.29,1808.59,2,No
CUST-11556,Female,0,No,Yes,59,Month-to-month,No,No internet service,Yes,No,No,Mailed check,52.06,3121.0,1,No
CUST-11557,Female,0,Yes,No,50,Two year,No,No,Yes,Yes,No,Bank transfer,44.75,2251.23,3,No
CUST-11558,Female,0,No,No,23,Month-to-month,No,No,No,Yes,Yes,Electronic check,73.37,1667.29,1,Yes
CUST-11559,Female,0,No,No,59,Month-to-month,DSL,Yes,Yes,No internet service,No,Mailed check,57.62,3323.85,0,No
CUST-11560,Male,0,No,No,29,Month-to-month,DSL,Yes,No,Yes,No,Mailed check,66.91,1988.33,2,Yes
CUST-11561,Male,0,No,Yes,13,One year,No,Yes,No,Yes,Yes,Bank transfer,58.78,782.46,1,No
CUST-11562,Male,0,Yes,Yes,55,One year,Fiber optic,No,No,Yes,Yes,Credit card,32.47,1923.63,2,No
CUST-11563,Female,1,Yes,No,37,Two year,DSL,No internet service,No internet service,No,Yes,Electronic check,82.7,3055.1,1,Yes
CUST-11564,Female,0,No,Yes,27,Month-to-month,Fiber optic,Yes,No,No internet service,No,Bank transfer,29.76,818.62,3,Yes
CUST-11565,Male,0,No,No,48,Month-to-month,Fiber optic,No internet service,Yes,No internet service,Yes,Mailed check,50.45,2437.88,3,Yes
CUST-11566,Female,0,Yes,Yes,52,Month-to-month,No,No internet service,No internet service,No internet service,Yes,Credit card,38.69,2044.42,3,No
CUST-11567,Female,0,Yes,No,16,Two year,No,Yes,Yes,Yes,Yes,Mailed check,47.41,710.22,1,Yes
CUST-11568,Female,0,No,No,8,Month-to-month,DSL,Yes,No internet service,No,No,Mailed check,69.04,,2,Yes
CUST-11569,Female,0,Yes,No,37,One year,Fiber optic,No internet service,Yes,No,Yes,Bank transfer,89.7,3360.28,3,Yes
CUST-11570,Male,0,No,No,3,One year,DSL,No,No internet service,No internet service,Yes,Mailed check,33.78,84.7,2,No
CUST-11571,Male,1,Yes,No,46,Month-to-month,No,Yes,Yes,No,Yes,Credit card,53.86,2517.07,2,No
CUST-11572,Female,0,Yes,Yes,32,Month-to-month,DSL,No internet service,No,No internet service,Yes,Electronic check,30.02,965.48,0,No
CUST-11573,Female,0,No,No,15,Month-to-month,Fiber optic,No,No internet service,No internet service,Yes,Mailed check,52.89,813.44,0,No
CUST-11574,Male,1,No,Yes,43,One year,Fiber optic,No,No,No internet service,No,Electronic check,66.44,2914.48,1,No
CUST-11575,Male,1,No,No,27,Two year,Fiber optic,No internet service,Yes,No internet service,No,Electronic check,80.34,2157.81,0,Yes
CUST-11576,Female,0,No,No,28,Month-to-month,Fiber optic,Yes,Yes,No internet service,Yes,Electronic check,22.63,561.05,2,Yes
CUST-11577,Female,0,Yes,Yes,15,Two year,Fiber optic,No,No internet service,No internet service,No,Mailed check,76.01,1126.83,2,No
CUST-11578,Male,0,No,Yes,49,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,45.55,2190.67,0,No
CUST-11579,Female,0,No,No,65,Month-to-month,DSL,No,No internet service,No,No,Credit card,40.68,2537.91,1,No
CUST-11580,Male,0,No,Yes,45,Two year,Fiber optic,No internet service,Yes,No,Yes,Bank transfer,66.35,2980.42,1,No
CUST-11581,Male,0,Yes,No,17,Two year,Fiber optic,No,No,No internet service,No,Credit card,77.54,1328.13,1,No
CUST-11582,Female,0,No,Yes,60,Month-to-month,DSL,No internet service,No,Yes,No,Credit card,62.99,3830.44,0,No
CUST-11583,Male,0,Yes,No,8,One year,Fiber optic,Yes,No internet service,No,No,Credit card,43.14,288.15,4,No
CUST-11584,Female,0,No,No,21,Two year,DSL,No,No internet service,No,Yes,Mailed check,62.98,1327.01,0,No
CUST-11585,Male,0,No,No,2,One year,No,No internet service,No,No,Yes,Credit card,50.5,157.4,2,No
CUST-11586,Female,0,Yes,Yes,61,One year,DSL,Yes,Yes,No,No,Mailed check,77.08,4673.15,2,No
CUST-11587,Male,0,No,No,3,Month-to-month,Fiber optic,Yes,No internet service,Yes,Yes,Credit card,86.51,286.34,2,Yes
CUST-11588,Female,0,No,No,39,Month-to-month,DSL,No internet service,Yes,No internet service,Yes,Electronic check,85.23,3403.86,0,No
CUST-11589,Male,1,No,No,13,One year,Fiber optic,Yes,Yes,Yes,Yes,Credit card,64.61,746.81,1,No
CUST-11590,Female,1,No,No,15,Month-to-month,DSL,Yes,No internet service,Yes,Yes,Mailed check,87.45,1325.38,4,Yes
CUST-11591,Male,1,No,No,44,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Yes,Bank transfer,44.58,2019.66,2,No
CUST-11592,Male,1,Yes,No,58,Month-to-month,DSL,Yes,No internet service,No,Yes,Mailed check,100.66,5820.74,1,Yes
CUST-11593,Male,1,No,No,1,Month-to-month,Fiber optic,No,Yes,Yes,No,Electronic check,44.47,113.81,3,No
CUST-11594,Female,0,No,No,11,Month-to-month,Fiber optic,Yes,No internet service,No internet service,Yes,Mailed check,24.4,300.11,0,Yes
CUST-11595,Male,0,Yes,No,20,Month-to-month,No,No,No,No internet service,Yes,Bank transfer,92.31,1934.67,3,No
CUST-11596,Female,0,Yes,Yes,68,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Electronic check,50.8,3483.52,0,No
CUST-11597,Female,0,Yes,No,4,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No,Electronic check,67.33,361.95,1,Yes
CUST-11598,Female,0,No,No,13,Two year,No,No internet service,No internet service,Yes,Yes,Credit card,44.38,591.94,1,No
CUST-11599,Female,0,Yes,No,29,One year,DSL,Yes,No,Yes,No,Electronic check,112.27,3187.44,1,Yes
CUST-11600,Male,1,No,No,23,Month-to-month,Fiber optic,Yes,Yes,No,No,Bank transfer,101.44,2301.57,2,Yes
CUST-11601,Female,0,No,No,3,Month-to-month,Fiber optic,Yes,Yes,No internet service,No,Mailed check,95.93,338.71,0,Yes
CUST-11602,Female,1,Yes,No,39,Month-to-month,Fiber optic,No internet service,No,No,Yes,Mailed check,66.77,2653.96,5,Yes
CUST-11603,Male,0,No,No,44,One year,DSL,No,Yes,No internet service,No,Mailed check,84.61,3707.31,1,No
CUST-11604,Male,0,No,No,12,One year,Fiber optic,Yes,Yes,No,Yes,Mailed check,63.94,857.5,2,Yes
CUST-11605,Female,0,No,No,50,One year,Fiber optic,No,Yes,No,Yes,Bank transfer,87.44,4354.3,3,No
CUST-11606,Male,0,No,No,4,One year,Fiber optic,No,No internet service,No internet service,Yes,Credit card,56.79,250.26,2,Yes
CUST-11607,Female,0,Yes,Yes,53,Month-to-month,DSL,No,No,No internet service,No,Mailed check,96.69,5146.28,3,No
CUST-11608,Male,0,Yes,No,18,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,55.78,937.52,3,Yes
CUST-11609,Male,1,Yes,No,16,Month-to-month,No,No internet service,No,No internet service,Yes,Electronic check,58.05,923.28,4,Yes
CUST-11610,Female,0,Yes,No,14,Month-to-month,DSL,No internet service,Yes,No,No,Bank transfer,55.67,898.4,2,No
CUST-11611,Male,0,No,No,63,Month-to-month,Fiber optic,No internet service,No,No,Yes,Credit card,68.85,4291.44,1,No
CUST-11612,Female,0,Yes,No,36,One year,No,No internet service,No internet service,Yes,Yes,Electronic check,57.24,2091.9,0,Yes
CUST-11613,Female,0,No,No,50,Month-to-month,No,Yes,No internet service,Yes,No,Bank transfer,74.75,3679.78,0,No
CUST-11614,Male,0,No,No,14,One year,DSL,No,Yes,No internet service,No,Electronic check,55.38,728.69,5,No
CUST-11615,Male,0,Yes,No,4,Month-to-month,Fiber optic,No internet service,Yes,Yes,No,Electronic check,80.82,252.57,2,Yes
CUST-11616,Female,0,No,Yes,2,Month-to-month,DSL,No,No internet service,No,Yes,Credit card,95.37,237.79,0,No
CUST-11617,Female,0,Yes,No,32,One year,No,No internet service,No internet service,No internet service,Yes,Mailed check,66.55,2086.03,0,No
CUST-11618,Male,0,No,No,23,Month-to-month,Fiber optic,No,No internet service,No,Yes,Mailed check,109.37,2578.88,1,Yes
CUST-11619,Female,0,Yes,No,56,Month-to-month,Fiber optic,No internet service,No,Yes,No,Electronic check,87.55,4876.23,3,Yes
CUST-11620,Male,0,Yes,No,57,Month-to-month,DSL,Yes,No,No internet service,Yes,Credit card,107.76,6148.72,2,Yes
CUST-11621,Male,0,Yes,No,22,One year,Fiber optic,No internet service,No internet service,Yes,Yes,Credit card,63.78,1423.73,0,Yes
CUST-11622,Female,0,No,Yes,31,Month-to-month,DSL,No internet service,No internet service,No internet service,Yes,Credit card,31.77,904.03,4,Yes
CUST-11623,Male,0,Yes,Yes,27,Two year,Fiber optic,Yes,No internet service,Yes,Yes,Electronic check,50.88,1383.94,1,No
CUST-11624,Female,0,No,No,49,Two year,Fiber optic,No internet service,Yes,No,Yes,Electronic check,52.92,2610.57,1,No
CUST-11625,Female,0,Yes,Yes,45,Two year,Fiber optic,Yes,No internet service,No,Yes,Credit card,45.94,2124.3,4,No
CUST-11626,Female,0,Yes,No,47,Month-to-month,No,No internet service,Yes,No,Yes,Bank transfer,21.08,942.78,0,No
CUST-11627,Female,0,No,No,4,One year,DSL,No internet service,Yes,No,Yes,Mailed check,85.49,301.11,1,No
CUST-11628,Male,0,No,Yes,24,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,27.8,700.18,2,No
CUST-11629,Male,1,Yes,No,70,Two year,Fiber optic,No,No,No internet service,Yes,Credit card,83.58,5921.22,1,No
CUST-11630,Female,0,Yes,No,24,Month-to-month,Fiber optic,No,No,No internet service,Yes,Credit card,108.71,2579.41,1,No
CUST-11631,Female,1,Yes,No,12,Month-to-month,DSL,No internet service,No internet service,No,No,Electronic check,49.43,531.4,2,Yes
CUST-11632,Male,0,No,No,14,Month-to-month,Fiber optic,Yes,No internet service,No internet service,Yes,Mailed check,72.75,1002.66,1,Yes
CUST-11633,Female,0,Yes,No,1,Two year,Fiber optic,No internet service,No internet service,No internet service,Yes,Mailed check,57.03,,1,No
CUST-11634,Male,0,Yes,Yes,56,Two year,Fiber optic,Yes,Yes,No,Yes,Mailed check,81.54,4586.13,0,No
CUST-11635,Female,0,No,Yes,0,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,41.11,0.0,1,Yes
CUST-11636,Male,1,Yes,No,43,Month-to-month,DSL,No internet service,Yes,Yes,Yes,Mailed check,62.36,2730.13,3,No
CUST-11637,Female,0,Yes,No,29,One year,DSL,No,No,No,Yes,Mailed check,87.42,2545.81,2,Yes
CUST-11638,Male,0,No,No,6,Two year,Fiber optic,No internet service,No internet service,Yes,Yes,Credit card,64.02,434.32,4,No
CUST-11639,Male,0,Yes,No,64,One year,Fiber optic,No internet service,No internet service,Yes,No,Credit card,32.43,1954.35,3,No
CUST-11640,Female,0,Yes,Yes,54,Month-to-month,Fiber optic,No internet service,Yes,No internet service,No,Electronic check,89.83,4762.91,1,No
CUST-11641,Male,0,Yes,No,59,One year,No,Yes,Yes,Yes,Yes,Bank transfer,39.08,2370.35,0,No
CUST-11642,Male,1,No,No,68,Two year,DSL,Yes,No,No,Yes,Bank transfer,66.57,4490.78,3,No
CUST-11643,Female,0,No,No,66,Month-to-month,Fiber optic,No internet service,No,No internet service,No,Mailed check,76.65,4985.58,2,No
CUST-11644,Male,0,No,No,51,Month-to-month,Fiber optic,No internet service,Yes,No,Yes,Electronic check,67.4,3427.27,4,Yes
CUST-11645,Male,0,No,Yes,38,Month-to-month,DSL,No internet service,No internet service,No internet service,No,Credit card,115.75,4410.62,2,Yes
CUST-11646,Male,0,Yes,Yes,50,Month-to-month,No,No internet service,Yes,No internet service,No,Mailed check,79.68,,1,No
CUST-11647,Female,0,Yes,No,32,One year,No,Yes,No,No,Yes,Electronic check,60.95,1973.8,0,No
CUST-11648,Female,1,Yes,No,13,Month-to-month,DSL,No internet service,No internet service,No internet service,Yes,Credit card,77.05,1018.28,3,Yes
